project_name,version,class_name,wmc,rfc,loc,max_cc,avg_cc,cbo,ca,ce,ic,cbm,lcom,lcom3,dit,noc,mfa,npm,dam,moa,cam,amc,bug
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.cargo.Leg,9,13,146,3,1.2222222222222223,4,3,2,0,1,36,1.0,0,0,0.0,8,1.0,6,0.0,16.22222222222222,4
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.routing.ExternalRoutingService,4,28,99,2,1.25,24,1,7,0,0,6,1.0,0,0,0.0,2,1.0,5,0.0,24.75,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.MisdirectedCargoConsumer,1,3,34,2,2.0,2,0,0,0,0,0,0,0,0,0.0,1,1.0,1,0,34.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.DeliveredCargoConsumer,1,3,34,2,2.0,2,0,0,0,0,0,0,0,0,0.0,1,1.0,1,0,34.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.JmsApplicationEvents,4,14,82,1,1.0,10,0,3,0,0,6,1.0,0,0,0.0,4,0.875,6,0.09090909090909091,20.5,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.CargoHandledConsumer,1,4,47,2,2.0,3,0,1,0,0,0,0,0,0,0.0,1,1.0,2,0,47.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.RejectedRegistrationAttemptsConsumer,1,3,36,2,2.0,2,0,0,0,0,0,0,0,0,0.0,1,1.0,1,0,36.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.messaging.jms.HandlingEventRegistrationAttemptConsumer,1,8,45,2,2.0,7,0,2,0,0,0,0,0,0,0.0,1,1.0,1,0,45.0,2
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.logging.LoggerProducer,2,9,32,3,2.0,7,1,0,0,1,1,1.0,0,0,0.0,1,1.0,0,1.0,16.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaLocationRepository,2,6,31,1,1.0,4,1,2,0,0,1,1.0,0,0,0.0,2,1.0,1,0,15.5,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaCargoRepository,4,19,69,2,1.25,15,1,2,0,0,6,1.0,0,0,0.0,4,1.0,3,0.0,17.25,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaVoyageRepository,2,6,31,1,1.0,4,1,2,0,0,1,1.0,0,0,0.0,2,1.0,1,0,15.5,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.persistence.jpa.JpaHandlingEventRepository,2,6,32,1,1.0,4,1,3,0,0,1,1.0,0,0,0.0,2,1.0,1,0.0,16.0,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.application.BookingServiceTestDataGenerator,4,16,86,1,1.0,12,0,3,0,3,6,1.0,0,0,0.0,1,1.0,2,0,21.5,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.application.BookingServiceTest,6,55,285,1,1.0,49,0,40,0,0,15,1.0,0,0,0.0,6,1.0,6,0,47.5,5
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.application.HandlingEventServiceTest,3,8,63,1,1.0,5,0,7,0,0,3,1.0,0,0,0.0,1,1.0,2,0,21.0,1
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.scenario.CargoLifecycleScenarioTest,3,35,414,2,1.6666666666666667,32,0,15,0,2,3,1.0,0,0,0.0,1,0.0,10,0,138.0,4
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.handling.HandlingHistoryTest,2,6,80,1,1.0,4,0,6,0,0,1,1.0,0,0,0.0,2,0.0,6,0,40.0,4
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.handling.HandlingEventTest,6,11,139,5,1.6666666666666667,5,0,5,0,0,15,1.0,0,0,0.0,6,1.0,3,0,23.166666666666668,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.cargo.CargoTest,15,47,552,1,1.0,32,0,6,0,10,105,1.0,0,0,0.0,9,1.0,2,0,36.8,4
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.cargo.RouteSpecificationTest,4,11,101,1,1.0,7,0,3,0,0,6,1.0,0,0,0.0,4,0.0,3,0,25.25,5
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.domain.model.cargo.ItineraryTest,3,9,233,3,1.6666666666666667,6,0,4,0,0,3,1.0,0,0,0.0,3,1.0,2,0,77.66666666666667,3
cargotracker,3.1-SNAPSHOT,org.eclipse.cargotracker.infrastructure.routing.ExternalRoutingServiceTest,1,17,78,2,2.0,16,0,6,0,0,0,0,0,0,0.0,1,1.0,1,0,78.0,3
