project_name,version,class_name,wmc,rfc,loc,max_cc,avg_cc,cbo,ca,ce,ic,cbm,lcom,lcom3,dit,noc,mfa,npm,dam,moa,cam,amc,bug
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.EncounterType,8,10,124,1,1.0,2,15,0,1,2,28,1.0,1,0,0.0,8,0.75,3,0.2,15.5,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.Location,70,93,857,6,1.4,23,53,0,1,23,2415,1.0,1,0,0.06666666666666667,70,0.9310344827586207,27,0.28284671532846717,12.242857142857142,7
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.DrugOrder,46,106,559,4,1.1304347826086956,60,14,0,1,90,1035,1.0,1,0,0.640625,44,0.9444444444444444,17,0.039603960396039604,12.152173913043478,6
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderSetMember,14,16,148,1,1.0,2,3,0,1,2,91,1.0,1,0,0.0,14,0.8571428571428571,6,0.05,10.571428571428571,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderFrequency,13,19,130,2,1.1538461538461537,6,5,0,1,15,78,1.0,1,0,0.0,13,1.0,4,0.05263157894736842,10.0,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.ConceptDescription,19,21,200,1,1.0,2,8,0,1,2,171,1.0,1,0,0.0,19,1.0,8,0.043478260869565216,10.526315789473685,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderGroupAttribute,6,10,69,1,1.0,4,3,0,1,2,15,1.0,1,0,0.0,6,1.0,1,0.2,11.5,2
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderSetAttributeType,4,6,56,1,1.0,2,3,0,1,2,6,1.0,1,0,0.0,4,1.0,1,1.0,14.0,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.Allergies,32,56,347,3,1.4375,24,5,0,0,42,496,1.0,0,0,0.0,29,0.4,5,0.1421232876712329,10.84375,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.VisitType,4,6,94,1,1.0,2,19,0,1,2,6,1.0,1,0,0.0,4,1.0,1,1.0,23.5,4
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.BaseOpenmrsObject,5,13,119,5,2.0,8,12,0,0,9,10,1.0,0,0,0.0,5,1.0,1,0.0,23.8,7
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.PersonAttribute,17,62,372,6,1.6470588235294117,45,16,0,1,20,136,1.0,1,0,0.0,16,0.8333333333333334,5,0.07462686567164178,21.88235294117647,11
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderType,13,20,225,2,1.2307692307692308,7,12,0,1,3,78,1.0,1,0,0.0,13,0.5,7,0.034482758620689655,17.307692307692307,5
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.ProgramAttributeType,4,6,58,1,1.0,2,4,0,1,2,6,1.0,1,0,0.0,4,1.0,1,1.0,14.5,8
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.OrderSetAttribute,6,10,74,1,1.0,4,2,0,1,2,15,1.0,1,0,0.0,6,1.0,1,0.2,12.333333333333334,2
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.Field,21,27,225,3,1.1428571428571428,6,6,0,1,3,210,1.0,1,0,0.0,21,0.8888888888888888,8,0.047619047619047616,10.714285714285714,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.ConceptReferenceTerm,15,25,242,4,1.5333333333333334,10,17,0,1,6,105,1.0,1,0,0.0,15,1.0,5,0.05660377358490566,16.133333333333333,5
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.ProgramWorkflowState,13,19,121,1,1.0,6,10,0,1,6,78,1.0,1,0,0.0,13,1.0,5,0.07142857142857142,9.307692307692308,2
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.BaseDosingInstructions,2,10,40,3,2.0,8,0,0,0,1,1,1.0,0,0,0.0,1,0,0,0.0,20.0,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.BaseFormRecordableOpenmrsData,8,18,125,7,2.25,10,0,0,1,3,28,1.0,1,0,0.0,8,1.0,2,1.0,15.625,4
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.DrugIngredient,10,10,136,1,1.0,0,4,0,1,0,45,1.0,1,0,0.3333333333333333,10,0.8,4,0.05263157894736842,13.6,5
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.Patient,20,38,413,6,2.6,18,88,0,1,20,190,1.0,1,0,0.7872340425531915,20,0.75,3,0.07317073170731707,20.65,12
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.PatientIdentifier,21,31,362,5,1.2380952380952381,10,26,0,1,3,210,1.0,1,0,0.0,21,0.8888888888888888,8,0.022727272727272728,17.238095238095237,6
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.FieldType,6,8,89,1,1.0,2,6,0,1,2,15,1.0,1,0,0.0,6,0.6666666666666666,2,0.2,14.833333333333334,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.LocationAttribute,6,10,72,1,1.0,4,4,0,1,2,15,1.0,1,0,0.0,6,1.0,1,0.2,12.0,2
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.ProviderRole,5,6,71,1,1.0,1,5,0,1,0,10,1.0,1,0,0.8076923076923077,5,1.0,1,1.0,14.2,5
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.PatientProgramAttribute,6,10,46,1,1.0,4,2,0,1,2,15,1.0,1,0,0.0,6,1.0,1,0.2,7.666666666666667,4
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.CodedOrFreeText,6,6,106,1,1.0,0,7,0,0,0,15,1.0,0,0,0.0,6,0.0,3,0.0,17.666666666666668,5
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.liquibase.ChangeLogDetective,8,34,236,6,2.875,26,4,0,0,7,28,1.0,0,0,0.0,3,1.0,10,0.2923076923076923,29.5,0
openmrs-core,3.0.0-SNAPSHOT,org.openmrs.liquibase.OpenmrsClassLoaderResourceAccessor,1,10,60,4,4.0,9,3,0,1,0,0,0,1,0,0.0,1,0,0,0,60.0,0
